customer_id,tenure_months,monthly_charges,total_charges,num_users,num_support_tickets,last_login_days_ago,feature_adoption_pct,plan_type,payment_method,churned
CUST_00796,7,2637.28,15438.09,14,4,3,59.2,Free,UPI,0
CUST_00797,25,748.5,15317.93,11,0,82,13.4,Basic,Card,1
CUST_00798,45,4740.73,197724.48,7,5,27,28.2,Enterprise,Card,1
CUST_00799,4,836.7,2730.66,29,1,83,91.4,Basic,Net Banking,1
CUST_00800,36,2473.06,72885.35,10,1,37,48.9,Basic,UPI,0
CUST_00801,6,2884.47,14759.84,29,2,65,89.8,Free,Net Banking,0
CUST_00802,31,4933.87,130626.46,9,1,66,20.8,Pro,Invoice,1
CUST_00803,19,1247.1,21597.92,36,1,59,24.5,Basic,UPI,1
CUST_00804,44,1014.94,36013.36,48,0,46,38.5,Basic,Net Banking,0
CUST_00805,54,539.18,26875.82,10,1,24,39.8,Basic,Card,0
CUST_00806,39,1200.07,41296.0,19,1,65,75.8,Free,UPI,0
CUST_00807,27,1432.73,32329.77,31,1,78,61.9,Free,UPI,0
CUST_00808,10,3337.61,31062.11,17,1,66,57.6,Enterprise,UPI,0
CUST_00809,26,1488.68,33516.59,9,0,68,62.2,Pro,Net Banking,0
CUST_00810,19,592.34,10866.16,45,3,39,74.6,Basic,Net Banking,0
CUST_00811,39,4219.78,164223.6,33,1,49,89.8,Free,UPI,0
CUST_00812,3,2145.18,6151.13,34,2,39,44.4,Basic,Card,1
CUST_00813,45,2091.64,89285.65,45,1,36,81.3,Basic,Card,0
CUST_00814,13,1861.16,21074.66,24,1,68,52.0,Basic,UPI,0
CUST_00815,50,4889.18,221705.03,9,1,16,73.6,Enterprise,UPI,0
CUST_00816,28,1265.52,28721.0,7,1,61,88.1,Free,Card,0
CUST_00817,58,4542.07,249073.9,16,4,40,8.1,Pro,Invoice,1
CUST_00818,20,3995.61,74718.55,19,5,75,56.9,Basic,Invoice,0
CUST_00819,28,844.16,20182.49,39,1,41,99.0,Basic,Net Banking,0
CUST_00820,8,4940.28,35839.85,6,0,30,52.1,Pro,Card,0
CUST_00821,41,1721.15,66041.17,11,3,32,87.1,Basic,UPI,0
CUST_00822,39,943.62,32148.73,12,4,42,22.7,Free,UPI,1
CUST_00823,1,4231.91,3999.67,42,4,66,62.4,Basic,UPI,0
CUST_00824,3,3680.04,10591.26,13,4,37,87.7,Enterprise,Card,1
CUST_00825,13,3277.48,35990.65,12,3,40,46.0,Basic,UPI,0
CUST_00826,28,1201.91,28950.43,21,2,62,51.2,Free,Net Banking,0
CUST_00827,57,2653.23,133133.29,10,0,39,12.8,Pro,Invoice,1
CUST_00828,49,4012.5,166557.45,20,3,29,9.0,Free,UPI,1
CUST_00829,25,1866.31,44563.82,36,3,46,49.5,Basic,Invoice,0
CUST_00830,56,1902.6,97421.95,28,2,21,85.1,Basic,Invoice,0
CUST_00831,33,514.13,14862.82,24,1,54,93.5,Basic,UPI,0
CUST_00832,38,1284.1,39193.39,5,2,42,67.6,Basic,UPI,0
CUST_00833,53,4439.33,203562.08,37,1,60,83.5,Pro,Card,0
CUST_00834,6,2487.86,14439.05,12,0,73,74.8,Free,UPI,0
CUST_00835,58,4929.06,271220.22,35,4,31,71.6,Basic,Card,0
CUST_00836,44,2280.69,81632.59,40,1,3,78.1,Free,Card,0
CUST_00837,45,3718.34,160680.66,2,4,44,53.0,Basic,Net Banking,0
CUST_00838,32,1768.64,47303.96,41,2,71,48.5,Free,Net Banking,0
CUST_00839,45,2137.14,95922.29,45,1,19,20.1,Free,Card,1
CUST_00840,47,1358.27,62160.33,39,3,70,85.2,Basic,UPI,0
CUST_00841,21,2061.78,42546.26,42,2,64,9.2,Free,UPI,1
CUST_00842,16,2962.57,45215.46,9,1,59,30.4,Basic,UPI,0
CUST_00843,54,4962.98,252498.5,22,0,88,54.4,Basic,Card,0
CUST_00844,21,3488.91,62195.53,47,0,25,97.3,Basic,Net Banking,0
CUST_00845,11,1396.61,14091.9,5,4,72,79.7,Free,Card,0
CUST_00846,37,702.33,24408.46,12,4,22,40.0,Free,Card,0
CUST_00847,36,1068.6,32992.19,1,3,39,72.8,Basic,UPI,0
CUST_00848,35,3031.5,93334.29,44,1,1,93.5,Pro,Net Banking,0
CUST_00849,19,3943.22,74127.77,22,1,25,56.2,Basic,Invoice,0
CUST_00850,20,4731.89,83431.88,38,4,77,48.9,Enterprise,UPI,0
CUST_00851,57,571.2,28100.38,19,1,61,57.5,Enterprise,Card,0
CUST_00852,18,2852.42,42175.78,16,3,43,34.6,Free,UPI,0
CUST_00853,47,2618.9,106873.67,31,1,30,91.2,Free,Invoice,0
CUST_00854,41,3452.25,130562.62,3,3,25,80.7,Pro,Card,0
CUST_00855,49,3018.1,122679.05,23,2,82,72.0,Free,Invoice,0
CUST_00856,14,3591.68,46314.0,42,2,4,61.0,Basic,Card,0
CUST_00857,15,3461.37,49233.1,18,3,69,97.1,Enterprise,Net Banking,0
CUST_00858,31,1026.55,30348.01,26,3,34,33.3,Pro,Card,0
CUST_00859,1,4098.73,4086.28,13,2,15,31.9,Free,Net Banking,0
CUST_00860,53,1054.55,49570.55,18,1,30,28.0,Pro,Card,0
CUST_00861,54,3643.39,158670.63,3,1,81,75.5,Basic,Card,0
CUST_00862,54,2372.65,124399.58,23,2,13,80.7,Enterprise,Net Banking,0
CUST_00863,3,2812.33,6890.51,3,2,24,61.7,Free,UPI,1
CUST_00864,16,4564.84,71016.6,25,3,78,66.9,Basic,Net Banking,0
CUST_00865,23,4504.48,103244.58,27,0,89,38.2,Pro,UPI,0
CUST_00866,57,4180.35,233839.51,44,4,74,8.8,Free,Invoice,1
CUST_00867,11,2795.67,30531.02,27,3,70,29.1,Free,Card,1
CUST_00868,12,3813.08,36819.12,39,0,17,60.5,Free,UPI,0
CUST_00869,10,2808.04,22528.17,25,2,49,82.2,Basic,Invoice,0
CUST_00870,32,4413.23,118918.48,24,0,19,78.8,Enterprise,UPI,0
CUST_00871,16,2312.49,35510.32,8,2,55,22.1,Free,Invoice,1
CUST_00872,8,4866.06,31838.94,9,1,1,9.9,Free,Net Banking,1
CUST_00873,38,4695.45,169381.5,46,4,25,85.8,Basic,UPI,0
CUST_00874,12,3837.21,36952.89,37,1,22,12.2,Free,UPI,0
CUST_00875,24,1757.37,39908.6,30,0,31,42.4,Basic,Net Banking,0
CUST_00876,28,1092.44,26000.5,19,2,12,14.0,Basic,Invoice,0
CUST_00877,53,4346.17,204568.36,16,2,12,58.6,Basic,UPI,0
CUST_00878,8,1243.86,9904.12,24,1,16,39.5,Free,Card,0
CUST_00879,58,4344.17,229372.73,44,2,88,24.2,Free,Card,1
CUST_00880,28,2708.44,61800.89,21,3,57,61.5,Pro,UPI,0
CUST_00881,36,2329.51,81734.46,36,2,85,39.5,Free,Card,0
CUST_00882,26,4564.36,102620.83,40,1,26,20.8,Pro,UPI,0
CUST_00883,8,3217.33,23604.15,39,0,16,71.5,Pro,Net Banking,0
CUST_00884,58,3094.76,169148.92,47,2,89,84.5,Free,UPI,0
CUST_00885,50,3014.45,144015.75,6,2,37,31.0,Enterprise,UPI,0
CUST_00886,28,2170.26,53870.14,5,1,13,22.7,Free,Card,0
CUST_00887,28,4035.39,107863.11,14,3,13,12.1,Pro,Net Banking,0
CUST_00888,37,1637.59,49889.21,45,1,11,55.2,Basic,UPI,0
CUST_00889,41,4725.03,175348.15,42,4,68,84.0,Free,Card,0
CUST_00890,36,4522.93,130973.09,4,3,67,28.8,Enterprise,UPI,1
CUST_00891,27,2018.66,48031.72,8,4,54,48.8,Enterprise,Card,0
CUST_00892,54,3782.59,178309.31,24,3,62,20.3,Basic,UPI,1
CUST_00893,17,3079.5,52122.54,11,0,28,43.4,Basic,Net Banking,0
CUST_00894,9,2019.42,15985.99,17,3,88,6.5,Enterprise,Card,1
CUST_00895,33,4948.35,160261.26,21,1,44,91.5,Basic,Invoice,0
CUST_00896,53,613.57,28846.49,26,0,3,69.3,Free,UPI,0
CUST_00897,20,1636.91,29682.99,43,2,15,36.6,Basic,UPI,0
CUST_00898,13,2840.33,32129.42,48,3,65,88.7,Pro,Card,0
CUST_00899,28,2848.79,74023.21,44,3,22,22.4,Pro,Net Banking,0
CUST_00900,48,3150.2,143320.1,45,0,67,12.5,Enterprise,UPI,1
CUST_00901,29,3882.54,107888.6,27,0,19,94.5,Free,Net Banking,0
CUST_00902,13,3305.65,40342.96,16,3,16,34.4,Pro,Card,0
CUST_00903,46,3201.27,127524.25,26,2,51,93.9,Free,Net Banking,0
CUST_00904,35,740.82,22457.34,33,5,5,65.6,Pro,Invoice,0
CUST_00905,6,2194.39,11449.21,31,3,81,98.1,Basic,Card,0
CUST_00906,18,1544.25,22447.52,48,1,83,76.6,Free,Invoice,0
CUST_00907,51,1694.17,85418.58,47,1,38,15.0,Pro,UPI,1
CUST_00908,5,2994.52,12564.18,6,1,33,86.0,Free,Card,1
CUST_00909,47,1397.77,54648.0,44,2,53,19.0,Basic,Card,1
CUST_00910,25,1822.77,41489.48,8,0,87,70.8,Basic,Card,0
CUST_00911,2,1566.88,2536.73,7,4,81,52.5,Pro,Card,1
CUST_00912,10,4768.26,46136.19,34,0,64,72.2,Basic,Card,0
CUST_00913,56,4751.0,259468.48,44,2,86,77.7,Free,Card,0
CUST_00914,30,3244.74,85618.5,14,2,28,81.3,Free,Card,0
CUST_00915,50,4660.35,231685.51,16,1,40,84.3,Basic,Card,0
CUST_00916,59,4036.16,205950.05,43,1,62,85.5,Free,Card,0
CUST_00917,45,3154.77,120960.59,9,3,31,44.2,Pro,Invoice,0
CUST_00918,5,528.96,2639.35,10,2,65,89.5,Enterprise,Invoice,1
CUST_00919,55,3976.32,185906.31,17,5,44,73.4,Basic,Net Banking,0
CUST_00920,56,3661.2,182238.53,12,1,16,84.7,Pro,Card,0
CUST_00921,33,3268.64,99491.94,6,4,42,99.0,Basic,Card,0
CUST_00922,54,3921.91,183087.8,19,2,65,16.1,Basic,Card,1
CUST_00923,1,2808.15,2462.31,43,2,67,40.2,Free,Card,1
CUST_00924,18,3668.37,62342.97,41,2,33,81.6,Basic,Invoice,0
CUST_00925,32,4708.27,142318.58,29,4,0,13.2,Enterprise,Net Banking,0
CUST_00926,47,2191.12,98937.86,6,0,22,56.4,Pro,Card,0
CUST_00927,49,3686.55,165962.13,25,1,5,86.5,Enterprise,UPI,0
CUST_00928,11,2640.6,24593.89,24,1,15,6.8,Enterprise,Net Banking,0
CUST_00929,21,3534.8,64330.04,25,3,1,94.3,Free,Net Banking,0
CUST_00930,26,3933.02,100227.8,16,1,75,97.9,Free,Card,0
CUST_00931,25,704.54,16675.51,16,1,26,35.6,Basic,Card,0
CUST_00932,22,3409.7,61331.38,6,3,18,77.8,Pro,UPI,0
CUST_00933,59,1520.34,85279.94,37,2,27,17.1,Basic,Card,0
CUST_00934,27,3515.15,82203.72,21,6,34,78.4,Pro,Net Banking,0
CUST_00935,49,2607.49,102807.14,4,4,67,50.7,Pro,Card,0
CUST_00936,13,3980.99,46409.2,34,1,48,86.7,Basic,Card,0
CUST_00937,33,1055.3,34012.76,28,1,6,25.2,Free,Card,1
CUST_00938,34,3318.45,100288.79,38,1,36,68.9,Free,Card,0
CUST_00939,41,1753.12,71716.92,41,2,24,79.7,Basic,UPI,0
CUST_00940,35,4338.42,126883.75,28,2,40,24.2,Enterprise,Card,1
CUST_00941,1,4677.73,4070.46,17,7,80,82.7,Basic,Card,1
CUST_00942,21,4983.79,84075.54,14,3,61,96.0,Basic,Net Banking,0
CUST_00943,48,4082.03,158723.19,7,1,40,63.5,Enterprise,Card,0
CUST_00944,55,3891.8,186407.44,22,1,13,79.6,Free,Card,0
CUST_00945,6,1469.75,7986.72,1,1,53,55.6,Free,Card,0
CUST_00946,28,2012.03,47740.9,29,1,1,61.8,Basic,Card,0
CUST_00947,17,2595.57,36768.75,31,2,87,6.3,Basic,UPI,1
CUST_00948,5,3980.21,17595.21,30,2,78,54.8,Enterprise,Card,1
CUST_00949,31,4617.35,119396.31,15,1,47,59.7,Free,UPI,0
CUST_00950,5,1351.13,6256.94,18,3,50,68.7,Basic,UPI,1
CUST_00951,38,4650.65,175144.39,35,1,54,21.1,Basic,UPI,1
CUST_00952,3,3630.31,10469.55,30,0,11,27.9,Basic,Invoice,1
CUST_00953,53,3248.47,145145.75,34,2,82,76.8,Free,Card,0
CUST_00954,23,1399.29,31869.14,42,5,68,20.9,Pro,UPI,1
CUST_00955,37,749.86,26363.84,11,2,0,44.5,Basic,Net Banking,0
CUST_00956,53,3058.09,134686.55,27,2,58,28.8,Pro,Invoice,1
CUST_00957,37,3431.82,116296.79,24,1,72,56.8,Basic,UPI,0
CUST_00958,10,1448.52,14388.09,35,3,33,98.8,Basic,Card,0
CUST_00959,10,3004.05,24613.73,39,1,45,85.9,Pro,Card,0
CUST_00960,19,4354.22,70668.2,8,1,58,30.6,Free,Card,0
CUST_00961,17,4257.8,63321.63,18,2,65,40.0,Free,Invoice,0
CUST_00962,21,4673.1,80776.85,13,3,18,92.3,Basic,UPI,0
CUST_00963,14,2146.49,25839.21,45,1,27,90.3,Pro,UPI,0
CUST_00964,9,1931.22,16311.44,24,4,39,20.3,Basic,UPI,1
CUST_00965,46,3872.42,159507.29,23,3,56,83.8,Basic,Card,0
CUST_00966,1,2440.01,2157.49,12,3,50,33.3,Free,Card,1
CUST_00967,51,893.97,40412.61,49,2,21,56.7,Free,Invoice,0
CUST_00968,45,1772.61,75933.06,30,4,67,5.5,Free,Net Banking,1
CUST_00969,13,2383.62,30933.02,31,3,7,99.9,Enterprise,UPI,0
CUST_00970,4,1816.32,6667.56,28,2,59,77.3,Pro,Card,0
CUST_00971,1,1994.93,1895.8,22,3,64,28.0,Free,UPI,1
CUST_00972,49,1821.99,78074.25,44,2,35,70.0,Free,Card,0
CUST_00973,40,686.75,26704.36,28,1,70,32.9,Free,Card,0
CUST_00974,32,3366.93,95250.74,13,2,88,13.5,Free,Card,1
CUST_00975,34,3187.82,106979.53,25,4,28,45.4,Pro,UPI,0
CUST_00976,28,3440.23,91384.98,44,3,64,63.3,Basic,Card,0
CUST_00977,31,1365.39,39850.47,46,5,55,13.5,Free,Card,1
CUST_00978,8,1830.45,12564.6,7,2,81,54.2,Basic,Net Banking,0
CUST_00979,39,3288.27,123013.75,45,0,3,53.9,Free,Net Banking,0
CUST_00980,26,3198.32,68276.02,6,1,83,64.7,Basic,Card,0
CUST_00981,58,2778.49,146262.72,24,1,71,28.2,Pro,Card,1
CUST_00982,34,2076.86,66876.07,19,0,49,7.0,Basic,Net Banking,1
CUST_00983,54,4608.19,243048.81,19,0,38,35.9,Free,Net Banking,0
CUST_00984,54,2028.97,100134.25,36,4,34,42.9,Basic,UPI,0
CUST_00985,3,2550.29,6515.98,9,2,24,65.4,Pro,UPI,0
CUST_00986,59,3551.51,203205.2,48,4,77,93.4,Free,Card,0
CUST_00987,50,2943.6,140350.27,36,1,43,24.3,Free,Net Banking,1
CUST_00988,12,2060.99,20545.09,38,1,46,70.3,Basic,Net Banking,0
CUST_00989,1,2460.4,2397.6,40,1,39,14.3,Basic,UPI,1
CUST_00990,54,4075.16,218292.77,29,6,30,23.1,Free,Invoice,1
CUST_00991,44,1751.58,69944.2,24,2,68,53.4,Free,Card,0
CUST_00992,5,1140.15,4604.34,48,2,80,72.3,Free,Card,1
CUST_00993,30,1909.23,56310.23,5,3,73,86.6,Basic,Card,0
CUST_00994,30,4322.9,106933.83,42,6,42,75.7,Free,Card,1
CUST_00995,59,900.45,49228.35,45,4,54,6.5,Pro,Net Banking,1
CUST_00996,57,4962.63,248976.85,26,2,15,70.0,Basic,Net Banking,0
CUST_00997,17,2934.51,49807.19,14,1,67,83.3,Basic,Net Banking,0
CUST_00998,48,4931.81,232805.01,39,2,68,54.9,Basic,Card,0
CUST_00999,47,4725.48,212525.32,29,2,41,96.7,Pro,Net Banking,0
CUST_01000,23,2537.66,49019.15,6,1,40,5.4,Enterprise,Card,1
CUST_01001,15,1393.21,19640.89,7,0,49,82.8,Pro,Card,0
CUST_01002,37,1241.98,42021.0,37,0,83,36.8,Basic,UPI,0
CUST_01003,21,1579.95,27441.29,18,1,5,66.8,Pro,Card,0
CUST_01004,14,3695.6,49613.83,23,2,74,70.9,Basic,Invoice,0
CUST_01005,2,1728.27,2825.0,44,4,52,34.1,Basic,Card,0
CUST_01006,11,2036.41,20078.07,38,0,16,99.6,Free,UPI,0
CUST_01007,51,2519.5,113757.81,1,4,56,14.8,Basic,Net Banking,1
CUST_01008,39,4609.55,172804.38,4,5,66,19.9,Free,UPI,1
CUST_01009,38,1352.27,45503.23,44,2,15,89.8,Free,UPI,0
CUST_01010,34,522.62,16682.72,47,1,51,16.3,Free,Card,1
CUST_01011,38,770.43,26221.42,35,2,89,41.2,Enterprise,Card,0
CUST_01012,50,4571.45,209464.79,23,1,87,74.6,Free,UPI,0
CUST_01013,34,3413.82,98451.42,27,1,33,80.2,Basic,Invoice,0
CUST_01014,18,1728.68,26152.91,26,2,83,95.7,Enterprise,Invoice,0
CUST_01015,30,1297.37,36663.0,8,0,80,80.0,Basic,UPI,0
CUST_01016,15,1824.2,22559.87,43,0,19,85.2,Basic,UPI,0
CUST_01017,27,1016.59,22924.42,16,3,79,95.2,Pro,Net Banking,0
CUST_01018,51,4736.9,238728.64,41,2,55,57.6,Basic,UPI,0
CUST_01019,34,4028.93,116527.28,3,2,50,37.6,Free,Net Banking,0
CUST_01020,52,2580.76,116036.84,32,0,52,77.4,Pro,Net Banking,0
CUST_01021,57,4392.33,231995.91,5,1,48,20.5,Free,Invoice,1
CUST_01022,38,1622.56,54756.03,20,0,3,11.5,Pro,Net Banking,0
CUST_01023,33,3727.04,112144.41,14,1,17,79.6,Free,Net Banking,0
CUST_01024,24,4352.6,86590.82,32,0,35,95.3,Basic,Card,0
CUST_01025,15,2105.46,29512.7,26,2,34,47.0,Basic,Card,0
CUST_01026,30,3908.59,97478.28,47,3,29,20.3,Enterprise,Net Banking,0
CUST_01027,55,1827.83,95458.39,6,2,62,52.2,Basic,Card,0
CUST_01028,42,1844.86,70101.7,36,5,81,42.4,Enterprise,Card,0
CUST_01029,51,981.76,48229.13,40,4,20,40.4,Basic,Invoice,0
CUST_01030,17,2480.26,35187.75,5,2,51,64.7,Pro,UPI,0
CUST_01031,5,3783.7,16563.3,13,1,68,21.6,Basic,Card,1
CUST_01032,29,4730.99,132995.82,32,2,40,41.1,Free,UPI,0
CUST_01033,4,3217.09,12350.31,16,1,53,87.5,Pro,Card,1
CUST_01034,10,4384.11,43540.82,1,2,86,74.3,Free,Net Banking,0
CUST_01035,56,4201.23,198659.18,13,3,29,10.3,Basic,Net Banking,0
CUST_01036,17,1280.04,19754.47,11,2,55,53.8,Pro,Net Banking,0
CUST_01037,10,2686.18,21585.52,8,0,78,13.7,Enterprise,Card,1
CUST_01038,17,1026.16,17323.43,25,3,40,96.0,Basic,Card,0
CUST_01039,20,3569.69,59615.64,40,7,13,28.2,Basic,Card,1
CUST_01040,24,4774.55,112405.3,32,2,20,93.6,Basic,Card,0
CUST_01041,5,1116.9,5225.23,24,2,89,84.2,Pro,Net Banking,1
CUST_01042,34,3802.47,127651.08,28,2,24,57.4,Enterprise,UPI,0
CUST_01043,6,3345.07,17052.75,14,2,49,36.9,Basic,Card,0
CUST_01044,53,3126.22,143989.76,45,2,52,86.5,Basic,Card,0
CUST_01045,2,2255.54,3757.19,3,1,47,19.5,Free,Card,1
CUST_01046,13,2098.09,24124.53,36,1,69,22.1,Free,Net Banking,1
CUST_01047,43,703.62,29937.97,27,3,47,26.3,Pro,Card,1
CUST_01048,43,1480.59,58204.96,20,3,3,61.8,Enterprise,Card,0
CUST_01049,48,568.3,24092.97,47,2,23,34.9,Pro,Card,0
CUST_01050,11,3116.38,29651.44,15,2,30,99.0,Enterprise,UPI,0
CUST_01051,51,976.34,45658.12,27,2,82,23.5,Basic,Card,1
CUST_01052,47,4428.59,196621.62,45,0,74,81.5,Basic,Net Banking,0
CUST_01053,57,2854.14,143384.54,41,3,28,14.1,Basic,Net Banking,0
CUST_01054,23,3648.6,71009.54,28,2,4,38.6,Basic,Card,0
CUST_01055,55,2348.86,118464.86,25,2,81,28.2,Basic,Card,1
CUST_01056,16,3022.61,42225.26,42,1,66,97.8,Basic,Invoice,0
CUST_01057,31,4741.97,146834.21,44,3,74,7.4,Basic,Net Banking,1
CUST_01058,11,872.3,8522.63,46,5,84,73.6,Pro,Card,0
CUST_01059,54,1642.72,78673.93,33,0,82,28.5,Pro,Card,1
CUST_01060,16,4009.95,62099.27,46,0,52,82.1,Pro,Card,0
CUST_01061,8,944.32,6422.92,14,1,88,34.6,Basic,UPI,0
CUST_01062,4,840.47,2733.87,8,2,63,22.8,Basic,Invoice,1
CUST_01063,40,2126.94,82590.25,48,2,34,70.8,Free,UPI,0
CUST_01064,4,914.76,3358.3,14,1,11,29.5,Free,Card,1
CUST_01065,56,3132.85,149480.04,1,5,46,51.1,Basic,UPI,0
CUST_01066,25,1518.24,32966.75,16,0,89,17.5,Free,Invoice,1
CUST_01067,3,4530.64,12030.62,18,1,54,73.8,Basic,Card,0
CUST_01068,32,4025.75,120589.34,7,2,68,43.6,Basic,Invoice,0
CUST_01069,3,3648.67,9781.75,15,2,82,18.4,Free,UPI,1
CUST_01070,27,3276.25,77769.74,24,3,37,75.5,Basic,Card,0
CUST_01071,29,4385.6,121598.24,49,0,28,14.8,Free,Card,0
CUST_01072,32,1503.78,39188.25,13,2,11,59.6,Free,Card,0
CUST_01073,50,4428.99,206060.39,9,0,18,62.7,Free,UPI,0
CUST_01074,58,4052.72,209150.79,15,1,8,93.4,Free,UPI,0
CUST_01075,51,3866.72,170968.98,35,4,81,19.3,Basic,UPI,1
CUST_01076,19,3025.65,56654.65,24,6,28,67.1,Basic,Card,0
CUST_01077,21,1608.1,32270.23,33,0,2,41.2,Basic,Invoice,0
CUST_01078,5,2405.97,10151.41,16,3,86,43.1,Free,Card,1
CUST_01079,18,4071.07,68183.95,8,0,29,52.7,Free,Card,0
CUST_01080,28,643.0,17364.09,29,0,57,27.2,Pro,Card,1
CUST_01081,42,4019.23,168447.75,23,1,87,48.8,Basic,Card,0
CUST_01082,22,1580.32,32670.07,45,4,52,70.3,Basic,Invoice,0
CUST_01083,21,1149.39,22644.02,31,3,3,48.4,Basic,Card,0
CUST_01084,6,1020.66,5650.32,40,0,56,9.0,Enterprise,Card,1
CUST_01085,1,622.63,503.09,49,0,53,29.5,Basic,UPI,1
CUST_01086,5,2856.14,13095.56,14,0,27,38.4,Basic,UPI,0
CUST_01087,41,1482.17,58399.56,30,2,15,38.7,Free,Card,0
CUST_01088,12,4952.44,52243.31,39,4,12,12.7,Basic,Card,0
CUST_01089,26,3084.97,73583.61,27,2,71,47.7,Basic,Card,0
CUST_01090,46,1120.48,50784.29,47,3,55,70.7,Free,Net Banking,0
CUST_01091,34,3599.43,102115.22,16,0,52,9.6,Free,UPI,1
CUST_01092,49,4539.85,190440.64,6,3,47,76.3,Enterprise,Invoice,0
CUST_01093,14,3853.31,44347.32,33,5,24,95.7,Pro,Card,0
CUST_01094,26,843.98,19750.21,44,2,65,5.9,Pro,UPI,1
CUST_01095,45,4531.48,197376.97,18,4,29,23.4,Pro,Net Banking,0
CUST_01096,27,4072.68,97541.39,16,2,2,56.6,Free,Card,0
CUST_01097,9,1212.37,8881.47,12,3,22,25.7,Pro,UPI,0
CUST_01098,26,733.04,16251.79,20,1,28,77.6,Free,UPI,0
CUST_01099,57,3007.9,167668.33,45,1,40,34.7,Basic,UPI,0
CUST_01100,47,1202.16,51501.41,40,1,10,32.9,Pro,UPI,0
CUST_01101,57,4255.66,238403.83,29,5,20,5.1,Free,UPI,1
CUST_01102,22,2112.51,44936.31,30,2,23,30.7,Pro,Net Banking,0
CUST_01103,47,4608.02,191206.75,26,3,64,25.7,Basic,Invoice,1
CUST_01104,56,3045.6,158053.52,22,0,0,37.6,Basic,UPI,0
CUST_01105,30,1322.03,36999.06,33,1,53,19.0,Enterprise,Card,1
CUST_01106,43,1128.19,46055.49,39,3,71,61.5,Pro,Net Banking,0
CUST_01107,48,3094.13,128704.91,47,2,33,27.7,Free,Card,1
CUST_01108,17,3928.48,57287.31,29,1,79,84.0,Basic,Card,0
CUST_01109,26,4016.78,97848.2,22,1,67,32.0,Basic,UPI,0
CUST_01110,36,1740.91,60400.93,45,1,82,25.0,Free,UPI,1
CUST_01111,1,1419.11,1252.86,13,1,28,10.4,Pro,Net Banking,1
CUST_01112,8,575.4,3978.15,9,1,2,75.3,Free,Invoice,0
CUST_01113,49,3556.4,168183.08,24,2,10,53.3,Free,Net Banking,0
CUST_01114,35,844.56,27708.88,15,2,7,15.8,Free,Invoice,1
CUST_01115,52,2393.43,108118.22,36,0,61,26.0,Basic,UPI,1
CUST_01116,15,3207.57,43587.66,13,1,32,99.9,Free,Card,0
CUST_01117,47,4716.99,219963.18,27,1,7,81.6,Basic,UPI,0
CUST_01118,56,1903.11,101242.71,44,4,24,38.2,Basic,UPI,0
CUST_01119,22,1623.97,30165.77,37,1,87,56.5,Basic,UPI,0
CUST_01120,14,3443.72,41414.48,7,1,25,44.5,Free,UPI,0
CUST_01121,26,3286.58,72893.54,8,0,25,8.5,Basic,Net Banking,0
CUST_01122,28,1994.49,54151.91,37,0,16,79.0,Basic,Card,0
CUST_01123,23,4676.46,99844.89,41,1,28,73.1,Basic,Card,0
CUST_01124,14,4301.88,59503.57,14,4,42,43.8,Free,UPI,0
CUST_01125,24,1507.92,29610.25,12,1,72,85.4,Free,Invoice,0
CUST_01126,2,1576.14,2554.61,36,1,77,55.8,Free,Card,1
CUST_01127,45,2805.35,118065.45,40,1,4,11.2,Pro,Invoice,0
CUST_01128,26,3981.07,88325.79,17,1,49,29.6,Free,Invoice,1
CUST_01129,14,698.18,9147.33,40,1,55,48.9,Basic,Card,0
CUST_01130,59,3620.01,201768.31,29,0,62,14.8,Basic,Net Banking,1
CUST_01131,56,3417.06,164737.11,27,1,56,59.3,Enterprise,Card,0
CUST_01132,51,1541.66,77880.37,1,1,44,16.5,Pro,UPI,1
CUST_01133,7,3566.09,23838.02,34,3,36,24.0,Enterprise,UPI,1
CUST_01134,3,4730.82,12396.7,4,5,71,89.9,Pro,Invoice,1
CUST_01135,47,710.54,29468.88,24,7,78,100.0,Basic,UPI,0
CUST_01136,23,1938.43,42050.38,21,5,35,57.3,Pro,UPI,0
CUST_01137,46,2471.8,97876.21,33,0,32,63.9,Basic,UPI,0
CUST_01138,43,4546.67,167955.02,7,3,5,80.8,Basic,Card,0
CUST_01139,47,4830.18,209987.97,1,4,75,71.1,Basic,UPI,0
CUST_01140,45,2498.52,92977.8,41,1,70,22.3,Basic,Invoice,1
CUST_01141,18,3875.13,69659.47,3,1,44,44.1,Pro,Card,0
CUST_01142,58,2892.47,143848.18,44,4,6,55.8,Free,UPI,0
CUST_01143,38,2920.02,97261.87,15,1,64,39.2,Free,Card,0
CUST_01144,35,1751.45,51790.12,31,0,23,21.7,Pro,Net Banking,0
CUST_01145,51,1476.3,69922.97,16,1,44,74.9,Basic,Card,0
CUST_01146,15,1796.02,21878.16,10,2,60,23.9,Pro,Card,1
CUST_01147,25,3003.48,74002.87,29,0,18,29.7,Enterprise,Net Banking,0
CUST_01148,55,631.2,29883.43,6,3,31,32.2,Free,UPI,0
CUST_01149,37,4582.62,167094.13,29,2,29,20.4,Free,UPI,0
CUST_01150,28,1203.28,28661.91,17,5,64,85.7,Basic,Net Banking,0
CUST_01151,10,1490.4,13454.7,22,3,31,63.0,Pro,Card,0
CUST_01152,39,2832.24,103723.25,24,3,56,84.3,Free,Card,0
CUST_01153,57,3695.52,194325.03,17,1,19,51.9,Free,Card,0
